team,link,season
1.FC Kaiserslautern,/1-fc-kaiserslautern/spielplan/verein/2/saison_id/,2023
Bayer 04 Leverkusen,/bayer-04-leverkusen/spielplan/verein/15/saison_id/,2023
1.FC Saarbrücken,/1-fc-saarbrucken/spielplan/verein/1/saison_id/,2023
Fortuna Düsseldorf,/fortuna-dusseldorf/spielplan/verein/38/saison_id/,2023
FC St. Pauli,/fc-st-pauli/spielplan/verein/35/saison_id/,2023
Hertha BSC,/hertha-bsc/spielplan/verein/44/saison_id/,2023
VfB Stuttgart,/vfb-stuttgart/spielplan/verein/79/saison_id/,2023
Borussia Mönchengladbach,/borussia-monchengladbach/spielplan/verein/18/saison_id/,2023
1.FC Magdeburg,/1-fc-magdeburg/spielplan/verein/187/saison_id/,2023
1.FC Nürnberg,/1-fc-nurnberg/spielplan/verein/4/saison_id/,2023
FC 08 Homburg,/fc-08-homburg/spielplan/verein/459/saison_id/,2023
VfL Wolfsburg,/vfl-wolfsburg/spielplan/verein/82/saison_id/,2023
SC Paderborn 07,/sc-paderborn-07/spielplan/verein/127/saison_id/,2023
Eintracht Frankfurt,/eintracht-frankfurt/spielplan/verein/24/saison_id/,2023
Hamburger SV,/hamburger-sv/spielplan/verein/41/saison_id/,2023
Borussia Dortmund,/borussia-dortmund/spielplan/verein/16/saison_id/,2023
RB Leipzig,/rasenballsport-leipzig/spielplan/verein/23826/saison_id/,2023
1.FC Union Berlin,/1-fc-union-berlin/spielplan/verein/89/saison_id/,2023
FC Schalke 04,/fc-schalke-04/spielplan/verein/33/saison_id/,2023
SpVgg Greuther Fürth,/spvgg-greuther-furth/spielplan/verein/65/saison_id/,2023
1.FC Köln,/1-fc-koln/spielplan/verein/3/saison_id/,2023
1.FC Heidenheim 1846,/1-fc-heidenheim-1846/spielplan/verein/2036/saison_id/,2023
Arminia Bielefeld,/arminia-bielefeld/spielplan/verein/10/saison_id/,2023
SpVgg Unterhaching,/spvgg-unterhaching/spielplan/verein/66/saison_id/,2023
TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/spielplan/verein/533/saison_id/,2023
SC Freiburg,/sc-freiburg/spielplan/verein/60/saison_id/,2023
Holstein Kiel,/holstein-kiel/spielplan/verein/269/saison_id/,2023
SV Sandhausen,/sv-sandhausen/spielplan/verein/254/saison_id/,2023
1.FSV Mainz 05,/1-fsv-mainz-05/spielplan/verein/39/saison_id/,2023
FC Hansa Rostock,/fc-hansa-rostock/spielplan/verein/30/saison_id/,2023
FC Bayern München,/fc-bayern-munchen/spielplan/verein/27/saison_id/,2023
FC Viktoria Köln,/fc-viktoria-koln/spielplan/verein/1622/saison_id/,2023
Hannover 96,/hannover-96/spielplan/verein/42/saison_id/,2023
Karlsruher SC,/karlsruher-sc/spielplan/verein/48/saison_id/,2023
TuS Bersenbrück,/tus-bersenbruck/spielplan/verein/18603/saison_id/,2023
Eintracht Braunschweig,/eintracht-braunschweig/spielplan/verein/23/saison_id/,2023
FC Carl Zeiss Jena,/fc-carl-zeiss-jena/spielplan/verein/113/saison_id/,2023
TSG Balingen,/tsg-balingen/spielplan/verein/834/saison_id/,2023
FC Teutonia 05 Ottensen,/fc-teutonia-05-ottensen/spielplan/verein/14361/saison_id/,2023
SV Werder Bremen,/sv-werder-bremen/spielplan/verein/86/saison_id/,2023
TSV Schott Mainz,/tsv-schott-mainz/spielplan/verein/9695/saison_id/,2023
FC Gütersloh,/fc-gutersloh/spielplan/verein/220/saison_id/,2023
FC Oberneuland,/fc-oberneuland/spielplan/verein/115/saison_id/,2023
SV Atlas Delmenhorst,/sv-atlas-delmenhorst/spielplan/verein/29988/saison_id/,2023
Hallescher FC,/hallescher-fc/spielplan/verein/440/saison_id/,2023
SV 07 Elversberg,/sv-07-elversberg/spielplan/verein/64/saison_id/,2023
VfL Bochum,/vfl-bochum/spielplan/verein/80/saison_id/,2023
Rot-Weiss Essen,/rot-weiss-essen/spielplan/verein/56/saison_id/,2023
Rostocker FC 1895,/rostocker-fc-1895/spielplan/verein/5647/saison_id/,2023
FC Augsburg,/fc-augsburg/spielplan/verein/167/saison_id/,2023
FC Rot-Weiß Koblenz,/tus-rot-weiss-koblenz/spielplan/verein/22327/saison_id/,2023
1. FC Lokomotive Leipzig,/1-fc-lokomotive-leipzig/spielplan/verein/497/saison_id/,2023
TuS Makkabi Berlin,/tus-makkabi-berlin/spielplan/verein/5008/saison_id/,2023
FV Illertissen,/fv-illertissen/spielplan/verein/1468/saison_id/,2023
SV Oberachern,/sv-oberachern/spielplan/verein/8354/saison_id/,2023
FC-Astoria Walldorf,/fc-astoria-walldorf/spielplan/verein/1348/saison_id/,2023
FSV Frankfurt,/fsv-frankfurt/spielplan/verein/293/saison_id/,2023
FC Energie Cottbus,/fc-energie-cottbus/spielplan/verein/25/saison_id/,2023
SV Darmstadt 98,/sv-darmstadt-98/spielplan/verein/105/saison_id/,2023
SSV Jahn Regensburg,/ssv-jahn-regensburg/spielplan/verein/109/saison_id/,2023
VfB Lübeck,/vfb-lubeck/spielplan/verein/78/saison_id/,2023
VfL Osnabrück,/vfl-osnabruck/spielplan/verein/81/saison_id/,2023
Preußen Münster,/preussen-munster/spielplan/verein/91/saison_id/,2023
SV Wehen Wiesbaden,/sv-wehen-wiesbaden/spielplan/verein/108/saison_id/,2023
