team,link,season
Bayer 04 Leverkusen,/bayer-04-leverkusen/spielplan/verein/15/saison_id/,2019
FC Bayern München,/fc-bayern-munchen/spielplan/verein/27/saison_id/,2019
1.FC Saarbrücken,/1-fc-saarbrucken/spielplan/verein/1/saison_id/,2019
Eintracht Frankfurt,/eintracht-frankfurt/spielplan/verein/24/saison_id/,2019
Fortuna Düsseldorf,/fortuna-dusseldorf/spielplan/verein/38/saison_id/,2019
FC Schalke 04,/fc-schalke-04/spielplan/verein/33/saison_id/,2019
1.FC Union Berlin,/1-fc-union-berlin/spielplan/verein/89/saison_id/,2019
SV Werder Bremen,/sv-werder-bremen/spielplan/verein/86/saison_id/,2019
RB Leipzig,/rasenballsport-leipzig/spielplan/verein/23826/saison_id/,2019
1.FC Kaiserslautern,/1-fc-kaiserslautern/spielplan/verein/2/saison_id/,2019
Hertha BSC,/hertha-bsc/spielplan/verein/44/saison_id/,2019
Borussia Dortmund,/borussia-dortmund/spielplan/verein/16/saison_id/,2019
VfB Stuttgart,/vfb-stuttgart/spielplan/verein/79/saison_id/,2019
SC Verl,/sc-verl/spielplan/verein/93/saison_id/,2019
TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/spielplan/verein/533/saison_id/,2019
Karlsruher SC,/karlsruher-sc/spielplan/verein/48/saison_id/,2019
Hamburger SV,/hamburger-sv/spielplan/verein/41/saison_id/,2019
SC Freiburg,/sc-freiburg/spielplan/verein/60/saison_id/,2019
MSV Duisburg,/msv-duisburg/spielplan/verein/52/saison_id/,2019
1.FC Köln,/1-fc-koln/spielplan/verein/3/saison_id/,2019
VfL Bochum,/vfl-bochum/spielplan/verein/80/saison_id/,2019
SC Paderborn 07,/sc-paderborn-07/spielplan/verein/127/saison_id/,2019
Arminia Bielefeld,/arminia-bielefeld/spielplan/verein/10/saison_id/,2019
SV Darmstadt 98,/sv-darmstadt-98/spielplan/verein/105/saison_id/,2019
Holstein Kiel,/holstein-kiel/spielplan/verein/269/saison_id/,2019
1.FC Nürnberg,/1-fc-nurnberg/spielplan/verein/4/saison_id/,2019
VfL Wolfsburg,/vfl-wolfsburg/spielplan/verein/82/saison_id/,2019
1.FC Heidenheim 1846,/1-fc-heidenheim-1846/spielplan/verein/2036/saison_id/,2019
SG Dynamo Dresden,/sg-dynamo-dresden/spielplan/verein/129/saison_id/,2019
FC Erzgebirge Aue,/fc-erzgebirge-aue/spielplan/verein/94/saison_id/,2019
Borussia Mönchengladbach,/borussia-monchengladbach/spielplan/verein/18/saison_id/,2019
FC St. Pauli,/fc-st-pauli/spielplan/verein/35/saison_id/,2019
FC Ingolstadt 04,/fc-ingolstadt-04/spielplan/verein/4795/saison_id/,2019
KFC Uerdingen 05,/kfc-uerdingen-05/spielplan/verein/95/saison_id/,2019
SV Sandhausen,/sv-sandhausen/spielplan/verein/254/saison_id/,2019
FC 08 Villingen,/fc-08-villingen/spielplan/verein/951/saison_id/,2019
1.FSV Mainz 05,/1-fsv-mainz-05/spielplan/verein/39/saison_id/,2019
TuS Dassendorf,/tus-dassendorf/spielplan/verein/907/saison_id/,2019
Alemannia Aachen,/alemannia-aachen/spielplan/verein/8/saison_id/,2019
SV Drochtersen/Assel,/sv-drochtersen-assel/spielplan/verein/10213/saison_id/,2019
FC Viktoria 1889 Berlin,/fc-viktoria-1889-berlin/spielplan/verein/40373/saison_id/,2019
FC Augsburg,/fc-augsburg/spielplan/verein/167/saison_id/,2019
FSV Wacker Nordhausen,/fsv-wacker-nordhausen/spielplan/verein/490/saison_id/,2019
1.FC Magdeburg,/1-fc-magdeburg/spielplan/verein/187/saison_id/,2019
SSV Ulm 1846,/ssv-ulm-1846/spielplan/verein/69/saison_id/,2019
Würzburger Kickers,/wurzburger-kickers/spielplan/verein/1557/saison_id/,2019
KSV Baunatal,/ksv-baunatal/spielplan/verein/1315/saison_id/,2019
SV Atlas Delmenhorst,/sv-atlas-delmenhorst/spielplan/verein/29988/saison_id/,2019
FC Oberneuland,/fc-oberneuland/spielplan/verein/115/saison_id/,2019
VfB Eichstätt,/vfb-eichstatt/spielplan/verein/5646/saison_id/,2019
VfB Lübeck,/vfb-lubeck/spielplan/verein/78/saison_id/,2019
SSV Jahn Regensburg,/ssv-jahn-regensburg/spielplan/verein/109/saison_id/,2019
VfL Osnabrück,/vfl-osnabruck/spielplan/verein/81/saison_id/,2019
SV Waldhof Mannheim,/sv-waldhof-mannheim/spielplan/verein/85/saison_id/,2019
SV Rödinghausen,/sv-rodinghausen/spielplan/verein/26957/saison_id/,2019
Germania Halberstadt,/germania-halberstadt/spielplan/verein/364/saison_id/,2019
FSV Salmrohr,/fsv-salmrohr/spielplan/verein/442/saison_id/,2019
SpVgg Greuther Fürth,/spvgg-greuther-furth/spielplan/verein/65/saison_id/,2019
SV Wehen Wiesbaden,/sv-wehen-wiesbaden/spielplan/verein/108/saison_id/,2019
Chemnitzer FC,/chemnitzer-fc/spielplan/verein/21/saison_id/,2019
Hannover 96,/hannover-96/spielplan/verein/42/saison_id/,2019
Hallescher FC,/hallescher-fc/spielplan/verein/440/saison_id/,2019
FC Hansa Rostock,/fc-hansa-rostock/spielplan/verein/30/saison_id/,2019
FC Energie Cottbus,/fc-energie-cottbus/spielplan/verein/25/saison_id/,2019
